Rank	Team	Elo (initial 25)
2977	FAIRBotics (5340)	862.4164414463916
2978	TroyBotics (5149)	861.1531956548966
2979	RED COMET (5453)	860.4808128931014
2980	YAFL Mechatronics (5773)	859.4275193422401
2981	Team T.I.G.E.R.S (6021)	859.0865576554481
2982	RoboHawks (2531)	858.3729290423223
2983	ELECTROPANTHERS (4815)	856.0709787043987
2984	Easy as Pi (4139)	854.760211711799
2985	TrojanBots (5625)	854.0173793411747
2986	SHOCK (5575)	853.1293853046905
2987	The Green Machine (352)	852.8804576677012
2988	Juicy Bots (6015)	852.7418256674626
2989	Hope Robotics (5350)	851.9636358735256
2990	CavBOTS (5020)	849.7829010291756
2991	The BioMechs (841)	849.5167047029239
2992	Eagles Apex (5310)	849.370219420179
2993	Piranha (3532)	848.2234231317121
2994	Ecorse Robo Raiders (2676)	848.0063088630343
2995	Red Devils (1334)	846.8967416874871
2996	Static Storm (5777)	845.4004823448853
2997	Iron Wolves (2709)	843.9330539738125
2998	Blended Learning Academies (5704)	843.812189621811
2999	The Sonic Screwdrivers (5418)	843.4809602390817
3000	ATOM (4784)	843.0399651408661
3001	Techmen (5669)	842.722537064274
3002	Burning Magnetos (342)	841.955114172274
3003	Robocopz (3344)	841.4515231205905
3004	OK  Aggies (3575)	841.0679488399043
3005	Spartan Robotics (3062)	841.0039333024498
3006	G.I. Frost Bots (4846)	839.824802286549
3007	MegaRams (4987)	839.3515186675425
3008	Spirit of the United Neretva (3368)	838.7585220425053
3009	Knights of the Claw (6186)	837.2430509538525
3010	RoboCorps (5905)	834.3417445597383
3011	Robo Rats (1249)	831.8838368025768
3012	LiGHT SABRES (6045)	831.4199136117685
3013	Black Knight Robotics (4809)	830.606767489144
3014	Electric Horse Power (5533)	825.856639071852
3015	Charger Robotics (3721)	824.49773282037
3016	Sasquach (5717)	822.4761499007146
3017	Oceanside Robotics (1554)	821.0172185463637
3018	Blue Tide (2840)	819.902452200983
3019	Worthington Trojans (3871)	819.4383050827257
3020	Hive Mind (2495)	819.2932968795409
3021	Bonneville Bots (4348)	819.2596912879065
3022	Broncho Bots (5550)	818.1007336924133
3023	Infinity (4595)	814.6911372121311
3024	La Canada Engneerng Cub (2429)	814.5877231383058
3025	P.A.N.T.H.E.R.S. (5574)	812.4112905510427
3026	Ranger Robotics (6132)	810.9024917569145
3027	Robo Dominators (5142)	810.8607445784534
3028	Mechatronics (3417)	810.4762148266425
3029	Robolopes (2339)	810.4281564848126
3030	The Bad News Gears (5943)	807.247461433066
3031	Tecking (6046)	806.3786429517644
3032	Murphy's Lawyers (4042)	806.3468486952916
3033	Hemingway Tigers (6222)	803.4394578378004
3034	The Force Team (1073)	801.6888992725151
3035	Pirabots (3821)	801.2868538029502
3036	Cyberstorm (3151)	800.2048684474022
3037	Integra (3646)	800.0890866805346
3038	Area 53 (53)	796.4670739004879
3039	Ledyard Cyber Colonels (1740)	795.4851449553006
3040	DEROF (4735)	791.2793548183994
3041	TeamX3 (5994)	789.6972696174084
3042	Tech Titans (5569)	789.2826367140889
3043	Digital Devils (5129)	787.5508218851219
3044	SM Energy New Tech Narcissists (4301)	787.4458104372718
3045	CougarBots (4247)	787.1391664941374
3046	The G.O.A.T.S (5532)	786.3426249550461
3047	ElkLogics (2867)	785.8338659966474
3048	Gone Fishin' (3566)	784.1631101049826
3049	Tech Tigers (5935)	784.0821281843282
3050	Robo-T-Birds (1672)	778.4035571618494
3051	Warriors (3168)	774.821801819376
3052	The Aluminum Warriors (5163)	771.551229584279
3053	Jaguars Robotics & ROVs (5500)	771.3373177615259
3054	Jaguar Robotics (1810)	771.272556283524
3055	Leodroids (4919)	769.0721308509911
3056	Herobotics (2500)	768.4896964667558
3057	RoboKronos (4203)	768.2597023430519
3058	LeoTechs (4459)	763.1433193035215
3059	Penguin Empire (2551)	762.9516252390264
3060	Spudnik (4360)	761.2258224173625
3061	CAV-ineers (4541)	759.6273938777814
3062	RoboPhoenix (2224)	758.3738165627815
3063	Octo π Rates (5748)	757.9133234338262
3064	RamFerno (3756)	753.0245595051547
3065	The Bio-Mech Falcons (5268)	748.6652567034484
3066	LaserBots (4923)	747.8114318736871
3067	Ace of Spanners (4788)	746.5392177101635
3068	UF C-Bots (5758)	744.9229604442711
3069	Team Jupiter (6172)	744.8821911676482
3070	The TerraBots (3765)	744.5785872925246
3071	Knights (5065)	741.6002555786199
3072	Eagles (5641)	740.5179709559428
3073	V.E.R.N. (5461)	740.1558562980031
3074	Sparta Robotica (3648)	737.9721381443769
3075	Hoya Robotics (4152)	737.7916602110113
3076	Florya Bisons (6232)	737.1734852856528
3077	Shrapnel Sergeants (2408)	734.0251098563928
3078	Winger Tech (5299)	731.0115508876945
3079	Cyber Penguins (585)	729.8797018537981
3080	The RoBucs (4160)	729.7074631950982
3081	Silver Circuit (4474)	729.5026392900436
3082	UPSM Cobras (6096)	720.7110016936061
3083	Pirates (1584)	715.6928644516553
3084	Phéminix (4594)	714.7420161105096
3085	Cyber Trojans (6011)	714.0735382730339
3086	RoboBuffs (1633)	711.3314578343196
3087	TFG (6191)	709.5480282006416
3088	The Hawk Collective (2890)	708.3362562274273
3089	TurboTrojans (3302)	700.1994663566038
3090	RoboRaid (6101)	697.5718570239771
3091	Alumiboti (5590)	697.0878076969807
3092	McMain Hurricanes (1920)	695.9229696917538
3093	NuBotX - Nubotics STEAMPunk (5477)	692.8181257572838
3094	RoboBlazers (4758)	691.4309836071475
3095	League of Logic (5870)	687.7527085674924
3096	Shark Bytes (4074)	684.6754006994458
3097	RoboSwag (4331)	682.849645055088
3098	Lazbuddie Robotics sponsored by Society of Women Engineers (4799)	682.632324744532
3099	Frenship JETS (5866)	681.6204870442704
3100	The Panthers (4840)	674.0216015882238
3101	UC-Botics (4480)	673.403817082677
3102	R2 (5306)	669.8256454138095
3103	Harper Woods Pioneers (5239)	661.7816807496434
3104	WARP (5400)	656.9437355099219
3105	Radical Impact (5265)	656.3175829780848
3106	Nerds of the North (568)	655.760091039618
3107	APEX Automation (6143)	655.6734775876106
3108	Infinity Robotics Team (6156)	646.1515572394958
3109	Technical Terminators (1051)	645.3133719334951
3110	Team Spyder (1622)	643.8132128913753
3111	The Loose Connections (5504)	637.0041192444498
3112	Eagle Elite (5227)	634.0602127736776
3113	SENSORED (5552)	631.022891924707
3114	Rogue Robots of 4-H (3585)	630.3285131787832
3115	TESLA (4998)	625.8213952632901
3116	Cutthroat Robotics (3048)	610.2987116709164
3117	Eagle 1 (6091)	602.9841326301652
3118	SeaBots (3110)	601.1144392082631
3119	PCCR (2641)	598.2926812210412
3120	Steagles (5215)	595.3678335301363
3121	High Energy (5892)	592.7437155894611
3122	Team Quantum (6213)	583.8098848908638
3123	Aldernating Current (5295)	487.8599915306342
3124	CoolBots (2911)	446.4635116758711
3125	Robotic Tigers (5255)	442.4264758415886
3126	Mabton LugNutz (3876)	440.71712838449076
3127	Aluminati (3555)	439.2450601256684
3128	Technical Assassins (3796)	403.9903063722558
3129	Opcom (5064)	362.38239140116576
3130	Pengbots (2660)	329.6208705922788
